미인,이럴거면,유혹의 소나타,미워요,잔소리,Love Love Love,안녕,흰눈,추억은 사랑을 닮아,사랑…후에,So Hot,하루 하루,Love,Nobody,서커스,마지막인사,사랑과 전쟁,U-Go-Girl,천국,가지마 가지마,Gee,I Don't Care,Abracadabra,HeartBreaker,Again&Again,심장이 없어,사랑비,Fire,쏘리 쏘리,Lollipop,Bad Girl Good Girl,잔소리,죽을 만큼 아파서,못해,죽어도 못 보내,Oh!,2 Different Tears,너 때문에 미쳐,밥만 잘 먹더라,Go Away,Roly-Poly,바람났어,내가 제일 잘 나가,비가 오는 날엔,TV를 껐네…,So Cool,UGLY,좋은 날,살다가 한번쯤,안녕이라고 말하지마,강남스타일,나혼자,벚꽃 엔딩,Loving U,FANTASTIC BABY,I Love  You,정말로 사랑한다면,Heaven,하루 끝,첫사랑,자니,눈물,NoNoNo,눈물샤워,물음표,Give It To Me,이름이 뭐예요?,모노드라마,My Love,있다 없으니까,썸,야생화,눈. 코. 입,금요일에 만나요,한여름밤의 꿀,봄 사랑 벚꽃 말고,Mr.Chu,너의 의미,Something,200%,뱅뱅뱅,같은 시간 속의 너,꺼내 먹어요,이럴거면 그러지말지,위잉위잉,LOSER,BAE BAE,그냥,양화대교,우연히 봄
19,25,20,22,24,18.5,23,24,23,25,25.5,21,28,22.5,14,14,23,18,21,19.5,25.5,24.5,25,14,21.5,21.5,19.5,23,18.5,23,25,21.5,19.5,18.5,24.5,26,19.5,19.5,22,27,18,19.5,21,14.5,17,19,19,24,25,25,20,26,24.5,23,19,24,12.5,25,19,22,19.5,20,28,15,18.5,26.5,20,23,24,25.5,23,15.5,24,24.5,15.5,22.5,27,24,24.5,24.5,24,26,16,24.5,19,15.5,22,15.5,18.5,22
20,26,20,21.5,24,18.5,24,23,27,25,24.5,20,27,26.5,14,14,24.5,18,23,18.5,16,23,25,14,24,26,18.5,23,24.5,23,24,21.5,20,19.5,24.5,25,24,19.5,23,26.5,16,19.5,19.5,14.5,17,17.5,19.5,28,24,25,20,26,24.5,23,19,24,12.5,25,19.5,23,22.5,20,27,15,14.5,26.5,20,24.5,21.5,25.5,24.5,18,24,26,15.5,22,23,21,24.5,24,24,25,16,21.5,18,15.5,22,15.5,18.5,22
21,27,20,23,19.5,18.5,19,22,26,25,25.5,19.5,27,26.5,14,14,21.5,18,22,18.5,21.5,23,25,14,22.5,26,18,20,17.5,20,25,22.5,21.5,24,24.5,24,24,19.5,22,25.5,16,19.5,19.5,14.5,17,19,19.5,26.5,25,26,20,26,23,23,19,24,15,25,26,21,21.5,20,23,15,14.5,26.5,19,23,21,25.5,25,19.5,24,27,15.5,22,27,19.5,17.5,24,25.5,24,16,24.5,18.5,11,22,15.5,19,22
20,27,16,23,25.5,18.5,19,23,26,26,24.5,20,29,26.5,14,14,21.5,21,22,21.5,20,23,25,14,21.5,26,18,20,24.5,20,25,21.5,22.5,24,25,22,24,19.5,23,24.5,16,19.5,19.5,14.5,17,20,19.5,26.5,26,22,20,26,23,23,19,25,15,26,26,21,24,22.5,25,15,14.5,26.5,19,15,21.5,25.5,24.5,21.5,24,25.5,15.5,21,23,25,17.5,24.5,24,26,16,22.5,18,18.5,22,15.5,18.5,22
20,26,16,21.5,25,18.5,19,24,26,27,25.5,20,27,26.5,14,14,21.5,19.5,22,21,18.5,23,25,15.5,21.5,25.5,12.5,20,24.5,20,25,21.5,22.5,24,22,24,24.5,19.5,22,24.5,15,18,19.5,14.5,17,17.5,21.5,28,26.5,22,20,26,21.5,23,19,22.5,14,25,25,21,24.5,22.5,23,15,18.5,26.5,19,16,19.5,25.5,25,21,23,23,15.5,21,23,25,17.5,24,24,25,16,26.5,17,18.5,22,15.5,17.5,22
21,25,20,26,24,18.5,24,24,21.5,20,25.5,20,25,26.5,14,14,20,18,23,19.5,24.5,23,25,18,21.5,24.5,19.5,20,24.5,20,24,19.5,22.5,24.5,23,25,24,21.5,24.5,24.5,14,19,19.5,14.5,17,17.5,21,28.5,26,24,20,25,21.5,23,19,22.5,14,25,24,22,25.5,22.5,25,15,18.5,25,17.5,18,19.5,28,24.5,21,22,23,15.5,19.5,22.5,25,17.5,24.5,24,25,16,25.5,18,18,22,15.5,17.5,22
20,24.5,20,25.5,22.5,18.5,23,23,22.5,20,25.5,20,23,26.5,14,14,21.5,17,22,21.5,25.5,23,29,18.5,22.5,23,19.5,20,23,21,24,20,22.5,22.5,24.5,26,22.5,19.5,23,24.5,16,19,21,14.5,17,16,18.5,29.5,25,24,20,23,20,23,19,22.5,14,25,23,23,25.5,20,23,15,18.5,26,17.5,18,21.5,28,23,21,21,23,15.5,22,23,25,17.5,24,21,27,16,24.5,14,17,22,15.5,17.5,22
19,24,20,25.5,22.5,18.5,26,24,23,20,24.5,20,26,26.5,14,14,21.5,18,21,21.5,16,27,28,18,21.5,24.5,19.5,20,23,20,25,21.5,21.5,21.5,25,25,22.5,19.5,24.5,24.5,15,19,19.5,14.5,17,17.5,18.5,25.5,24,22,20,26,20,23,19,19.5,15,26,23,25,25.5,20,25,15,18.5,26.5,16,18,21,26.5,22,21.5,21,26,15.5,22,24.5,25,17.5,24.5,24,28,16,24.5,14,17,22,15.5,18.5,22
19,23,20,24.5,25,18.5,25,24,26,20,25.5,20,26,26.5,14,14,21.5,18,19,26.5,21.5,27,31,17,22.5,25.5,19.5,19,23,21,25,21.5,21.5,21.5,25,12,22.5,18.5,23,21.5,15,19.5,19.5,14.5,17,17.5,18.5,25.5,24,24,20,26,21.5,23,19,22.5,15,25,23,21,25.5,21.5,30,15,19.5,26.5,15,18,21.5,25.5,22,22.5,21,26,15.5,29,25.5,25,17.5,24,24,27,18.5,22.5,14,15.5,24,15.5,19.5,22
18,24.5,20,26,25,18.5,24,23,25.5,23,25.5,19.5,26,26.5,14,14,18.5,18,18,26.5,20,27,30,15.5,19.5,24.5,19.5,20,23,20,25,22.5,20,24.5,25,12,25.5,19.5,22,21.5,15,19.5,19.5,14.5,17,17.5,18.5,25.5,23,24,20,26,21.5,23,19,19.5,15,24.5,18,21,25.5,22.5,29,15,17.5,26.5,17.5,16,22.5,26.5,22,18.5,21,26,15.5,27,24.5,22.5,17.5,24.5,23,28,17.5,26.5,22,17,24,15.5,18.5,22
19,23,20,24.5,25.5,18.5,23,25,24.5,22,25.5,19.5,26,26.5,14,14,20,18,19,24,18.5,27,29,14,19.5,24.5,19.5,20,22,21,24,21.5,21.5,25.5,25,12,25.5,21,22,21.5,15,19.5,19.5,14.5,17,17.5,21.5,25.5,24,25,20,25,19,23,19,22,15,23,18,22,24.5,20,25,15,18.5,26.5,17.5,18,19.5,25.5,21.5,18.5,22,24.5,15.5,26,25.5,22.5,24.5,24,23,28,16,25.5,22,18,25,15.5,17.5,22
19,22,20,24.5,26.5,18.5,22,19,23,22,24.5,19.5,26,26.5,14,14,21.5,18,18,24,24.5,25.5,28,14,21,23,19.5,20,22,22,26,21.5,20,26.5,24.5,12,25.5,21.5,22,21.5,16,19.5,19.5,14.5,17,19,21,24,25,22,20,26,19,23,19,22.5,14,24.5,19,23,24,20,25,15,18.5,26.5,17.5,19,21,26.5,21.5,18.5,23,26,15.5,26,25.5,24,24.5,24.5,23,27,16,24.5,21,12.5,22,15.5,17.5,22
19,24.5,20,24.5,26.5,18.5,17,21,23,21,25.5,21,25.5,26.5,14,14,21.5,18,19,18.5,25.5,24.5,28,14,21.5,23,19.5,20,22,21,24,21.5,21.5,26.5,23,12,25.5,21,22,22.5,15,18,21,14.5,17,19,18.5,26.5,26.5,22,20,25,19,23,19,24,14,23,18,23,25.5,19.5,24.5,15,18.5,26.5,16,19,21.5,25.5,20,18.5,22,24.5,15.5,25,26,25,17.5,25.5,23,28,17.5,22.5,21,18,22,15.5,18.5,22
20,25,20,26.5,24,18.5,17,21,16,21,24.5,19.5,25.5,24.5,14,14,21.5,18,18,19.5,26,25.5,29,14,21.5,23,21,20,22,22,22,21.5,22.5,26.5,23,12,26.5,21.5,22,21.5,14,21,19.5,14.5,19.5,17.5,18.5,25.5,26,21,20,23,19,23,19,24,14,24.5,19,22,25.5,20,23,15,18.5,25,15,18,22.5,26.5,21.5,19.5,23,26,15.5,26,25.5,24,17.5,14.5,25,28,18.5,26.5,18.5,18,22,15.5,19.5,22
21,26,20,27,24,18.5,17,23,16,21,25.5,19.5,25.5,24.5,14,14,20,18,21,21,25.5,24.5,26,14,24,23,19.5,19,21.5,21,19,20,18.5,26.5,19,12,26.5,22.5,22,21.5,12,21,19.5,14.5,19.5,19,18.5,25.5,25,19.5,20,26,20,23,19,24,17,23,25,21,26.5,20,23,15,18.5,26.5,16,18,24,27,21.5,21,25,26,15.5,27,24.5,24,17.5,14,23,27,17.5,25.5,19,12.5,22,15.5,18.5,22
19,27,20,28.5,22.5,18.5,22,24,18.5,24.5,25.5,21,26,24.5,14,14,21.5,18,21,21,17.5,23,25,14,22.5,23,18.5,19,21.5,20,19,20,19.5,27,22,12,21.5,24,22,21.5,19,19.5,19.5,14.5,19.5,19,18.5,26.5,24,19.5,20,26,21.5,23,19,25,15,24.5,25,22,24,20,24.5,15,18.5,26.5,17.5,19,24.5,26.5,20,18.5,21,27,15.5,23,24.5,21,17.5,14.5,23,28,20,24,18,17,22,15.5,18,22
21,28,20,24.5,25,18.5,21,23,13,24.5,25.5,19.5,26,22.5,14,14,23,18,21,21.5,18.5,23,24,15.5,21.5,24.5,18,19,19,20,22,24.5,20,26.5,23,12,22.5,25.5,22,21.5,19,19.5,19.5,14.5,19.5,18.5,17,28,23,21,20,26,26,23,19,22.5,12.5,25,24,23,25.5,20,23,15,18.5,26.5,16,15,18.5,25.5,21.5,17,24,28.5,15.5,25,23,22,17.5,14.5,23,29,19,24,17,17,22,15.5,18.5,22
22,27,20,30,24,18.5,19,22,13,24.5,25.5,22.5,26,22.5,14,14,21.5,18,20,22.5,20,23,25,14,21.5,24.5,18,20,18.5,20,24,24.5,20,26.5,24.5,15,22.5,24,22,21.5,16,17,19.5,14.5,19.5,17.5,17,28,24,19.5,20,25,18.5,23,19,22.5,12,23,23,25,18.5,20,21,15,18.5,26.5,16,20,22.5,25.5,21.5,17,21,27,15.5,26,23,22.5,24.5,14.5,23,23,18.5,24.5,18,18,22,15.5,19.5,22
22,26,20,29,24,18.5,18,21,13,24.5,25.5,19.5,26,22.5,14,14,18.5,18,23,22.5,18.5,23,26,14,22.5,24.5,18.5,20,19,20,26,20,18.5,25.5,25,17,22.5,24,23,21.5,12,18,21,14.5,19.5,16,17,28,25,22,20,26,18.5,23,19,22.5,12,25,22,21,19.5,20,23,15,18.5,26,15,20,22.5,24,20,21.5,22.5,23,15.5,26,28.5,21,17.5,14.5,24,24.5,17.5,25.5,17,18,22,15.5,18.5,22
21,25,20,29,25,18.5,17,19,18.5,23,25.5,24,26,24.5,16,14,20,18,19,24,17.5,23,25,14,19.5,23,12.5,20,17.5,23,24,20,20,19.5,24.5,18,22.5,22.5,22,21.5,16,19.5,19.5,14.5,24,16,18.5,26.5,24,22.5,20,27,18.5,23,19,22.5,12,26,23,22,21.5,21.5,21,15,18.5,26,16,20,22.5,24,21.5,21,21,23,15.5,25,27,22,17.5,14.5,24,25.5,16,25.5,19,18.5,22,15.5,17.5,22
22,26,22,28.5,25.5,18.5,17,19,19,24.5,25.5,24.5,26,24.5,18,14,21.5,18,19,24,18.5,23,26,14,24,23,18.5,20,19,20,24,20,20,22.5,22,19,25.5,21.5,21.5,22.5,12,18,19.5,14.5,19.5,16,17,25.5,23,22,20,26,18.5,23,19,24,12.5,25,24,21,22.5,22.5,23,15,18.5,25,15,22,24,24,22,19.5,22,23,15.5,26,27,22.5,24.5,14.5,23,26.5,17.5,25.5,15,18,22,15.5,18.5,22
23,26,22,29,25.5,18.5,18,17,18.5,24.5,25.5,24.5,26,24.5,19,14,23,18,20,24.5,17.5,23,25,14,22.5,24.5,18.5,20,19,20,25,19.5,18.5,24,23,18,25.5,24,21.5,21.5,14,19.5,19.5,14.5,19.5,17.5,18.5,24,24,18,20,25,18.5,23,19,24,12,23,24,23,22.5,22.5,24.5,15,18.5,26,15,22,24.5,24,23,19.5,20,23,15.5,27,25,24,21.5,14.5,23,26.5,18.5,24,24,17,24,15.5,19.5,22
23,20,22,26,25.5,18.5,19,22,19,29.5,25.5,25.5,26,22.5,19,14,23,18,21,25.5,18.5,24.5,22,14,21.5,23,18.5,23,19,23,24,19.5,18.5,25,24.5,17,25.5,25.5,21.5,19.5,12,19.5,21,14.5,17,19,18.5,25.5,25,22,20,23,19,23,19,25.5,10,23,24,22,21.5,21.5,24.5,15,18.5,26,15,23,25.5,24,22,19.5,20,30,15.5,23,26,21,21.5,14.5,23,26.5,17.5,21.5,22,15.5,24,15.5,19.5,22
23,21,20,27,25,18.5,22,21,18.5,28,25.5,24.5,26,22.5,19,14,22.5,18,22,25.5,20,23,22,14,21.5,24.5,18.5,22,19,23,25,20,19.5,25,24.5,15,25.5,24,21.5,21.5,19,19.5,21,14.5,22,19,18.5,26.5,26,24,20,23,20,23,19,25,10,25,25,21,22.5,21.5,21,15,19.5,26,16,19,25.5,24,19,21,20,28.5,15.5,25,27,22,20,14.5,23,26.5,18.5,21.5,21,17,22,15.5,19.5,22
23,22,20,28.5,24,18.5,22,21,19,27,25.5,24,26,22.5,19,14,23,18,18,24.5,18.5,23,25,15.5,22.5,25.5,18.5,23,19,23,24,19.5,20,25.5,24.5,17,26.5,22.5,21.5,26.5,19,18,21,14.5,21,19,18.5,28,26.5,24,20,23,25.5,23,19,24,10,25,26,21,21.5,20,23,26,17.5,26,17.5,18,25.5,24,20,21.5,20,27,15.5,26,27,22.5,21.5,14.5,25,25.5,17.5,24.5,21,15,22,15.5,19.5,22
22,22,18,28.5,22.5,18.5,22,22,18.5,26,24.5,24.5,26,24,16,14,23,18,19,25.5,17.5,24.5,26,14,18.5,24.5,18,22,19,23,25,18.5,19.5,25,23,18,26.5,21.5,22,26.5,19,19.5,21,14.5,17,17.5,18.5,28,26,24,20,22,19,23,19,22.5,11,26,26,22,19.5,20,21,26,18.5,26,15,15,24.5,24,19,21,20,27,15.5,26,26,22.5,20,14.5,21,24.5,18.5,22.5,22,15,22,15.5,18.5,22
23,22,18,26,22.5,18.5,23,19,17.5,27,25.5,24.5,26,24,18,14,23,18,18.5,26.5,18.5,25.5,25,18,24,24.5,17,23,19,25,24,19.5,18.5,25,22,19,21.5,22.5,21.5,26.5,19,17,21,14.5,18,20,21,26.5,24,25,20,23,19,23,19,22.5,11,25,24,23,22.5,20,21,26,18.5,26,15,19,24,24,22,18.5,20,26,15.5,25,25,22.5,19,14.5,21,26.5,17.5,26.5,19,15.5,23,15.5,21.5,22
23,20,20,27,24,18.5,24,19,16,23,24.5,21.5,26,24,19,14,21.5,18,19,25.5,17.5,25.5,26,17,22.5,23,18.5,23,19,23,25,20,22.5,25.5,22,18,22.5,21.5,20,26.5,19,18,21,14.5,19.5,19,18.5,25.5,25,24,20,25,19,23,19,22.5,11,25,25,25,21.5,20,21,25,18.5,26,16,19,22.5,24,20,18.5,22,27,15.5,26,25,24,17.5,14.5,21,25.5,16,25.5,21,18.5,24,15.5,20,22
22,21,20,27,25,18.5,23,19,17.5,23,25.5,21.5,26,24,19,14,22.5,18,21,24,18.5,25.5,25,15.5,21.5,23,18,24.5,19,23,28,21.5,22.5,25,23,12,22.5,22.5,19,26.5,18,17,21,14.5,17,21.5,18,25.5,25,22,20,23,19,23,19,22.5,12,25,26,21,24,20,23,26,18.5,25,15,19,24,24,19,15.5,21,27,15.5,27,26,21,17.5,14.5,24,24,13,24.5,18,18.5,23,15.5,19.5,22
22,22,16,26,25,18.5,22,18,13,27,25.5,21.5,26,24,19,14,23,18,23,22.5,20,26,22,15.5,19.5,23,19.5,23,19,23,26,21.5,27,24,24.5,12,22.5,21.5,19,26.5,18,21,21.5,14.5,18,17.5,18.5,25.5,26,24,20,22,19,23,19,22.5,12.5,26,26,21,22.5,20,21,23,18.5,26,20,20,18.5,24,22,15.5,21,28.5,15.5,23,27,19.5,17.5,14.5,24,24.5,18.5,28.5,18,18,22,15.5,18.5,22
21,23,19,25.5,25,18.5,21,18,13,25,24.5,22.5,26,21.5,21,14,23,18,23,22.5,18.5,25.5,22,17,21,24.5,22.5,23,19,23,24,22.5,26.5,22.5,24.5,12,22.5,19.5,19,26.5,18,19.5,21.5,14.5,19.5,17.5,18,24,26.5,24,20,23,20,23,19,25,15.5,25,26,22,21.5,21.5,26,22,18.5,26,20,19,25.5,24,20,15.5,23,20,15.5,25,27,25,17.5,14.5,24,25.5,19,28.5,17,17,22,15.5,19.5,22
21,22.5,19,26,24,18.5,12,22,18.5,26,25.5,24,26,22.5,20,14,23,18,22,24,17.5,23,29,18,21,25.5,21,23,19,23,25,21.5,24.5,24,23,12,25.5,18.5,20,26.5,18,12.5,21,14.5,17,16,18.5,24,26,24,20,22,21.5,23,19,25,15,25,26,23,22.5,22.5,25,22,18.5,26,19,18,24.5,24,19,14.5,21,27,15.5,26,26,25,17.5,14.5,25,25.5,20,25.5,18,17,23,15.5,18.5,22
21,23,26,25.5,22.5,18.5,12.5,24,19,26,25.5,24.5,26,24,19,14,22.5,18,21,24.5,18.5,20,28,18,21,25.5,22.5,20,19,23,24,21.5,20,24,24.5,12,25.5,19.5,22,26.5,21,12.5,21.5,14.5,17,17.5,18.5,26.5,25,24,20,23,24.5,23,19,25,14,25,25,22,24,20,23,23,18.5,26,20,18,24,24,22,14,23,27,15.5,27,25,25,24.5,14.5,25,24.5,17.5,26.5,19,15.5,18,15.5,18.5,22
20,24.5,19,24.5,24,18.5,14,24,18.5,25,25.5,24.5,26,24,20,14,23,18,21,24,17.5,25.5,31,14,21,24.5,22.5,20,19,20,26,19.5,25.5,24,25,12,25.5,21,22,26.5,20,12.5,21,14.5,18,17.5,18.5,25.5,24,24,20,22,24.5,23,19,22.5,14,27,24,21,22.5,19.5,23,24,18.5,24,19,17.5,22.5,24,20,17,22,27,15.5,23,25,25,24.5,14.5,25,24.5,18.5,25.5,18,14,18,17,17.5,22
22,26,16,24.5,19.5,18.5,12.5,23,18.5,24.5,24.5,24,23,24,18,14,25.5,18,19,22.5,18.5,25.5,30,17,21.5,24.5,22.5,20,19,20,26,20,24.5,24,25,12,24.5,21.5,20,26.5,18,12.5,21,14.5,19.5,21.5,21,26.5,24,29,20,23,23,23,19,22.5,14,25,28,22,22.5,20,21,24.5,18.5,24,20,17.5,24,24,19,18,22,28.5,15.5,25,26,25,17.5,14.5,24,24,17.5,24,19,19.5,18,17,18.5,22
21,26,20,29,25.5,18.5,14,19,17.5,25,25.5,24.5,22,24,19,14,23,18,21,21.5,18.5,25.5,32,15.5,21,23,22.5,20,19,23,26,21.5,23,25,22,28,25.5,21,22,26.5,16,12.5,21,14.5,22,17.5,19.5,25.5,26,29,20,22,23,23,19,24,15,25,28,25,21.5,29.5,20,24.5,18.5,24,22,16,17,24,20,18.5,21,26.5,15.5,26,27,22.5,17.5,25.5,22.5,24.5,18.5,24.5,18,19.5,18,17,18.5,22
21,25,20,29,25,18.5,12.5,19,17.5,25,24.5,24,22,24,20,14,20,18,23,22.5,14.5,26,31,15,21,23,21,20,19,21,25,21.5,22.5,25.5,23,28,26.5,21.5,20,26.5,15,12.5,21,14.5,22.5,17.5,19,26.5,24,29,20,27,21.5,23,19,25,15,25,26,21,21.5,29.5,20,22,18.5,24,22,15.5,25.5,24,26,18.5,21,27,15.5,27,27,22.5,17.5,25.5,21,24.5,19,25.5,19,19.5,18,17,17.5,22
25,25,20,29,22.5,18.5,14,19.5,16,25,25.5,24,21,24.5,19,14,22.5,18,23,24,16,25.5,30,15,21.5,24.5,22.5,20,19,22,24,21.5,21.5,25,24.5,26,26.5,22.5,19,26.5,14,12.5,21,14.5,22,16,19.5,25.5,25,29,20,26,21.5,23,19,22.5,15,27,26.5,22,21.5,29.5,20,22,19.5,29,22,20,24.5,24,24.5,17,22,28.5,15.5,15,26,24,17.5,25.5,25,24,20,24,21,19.5,18,17,17.5,22
25,25,20,29,22.5,18.5,14.5,19.5,15.5,26,25.5,22.5,22,24.5,18,14,23,18,22,24,25.5,23,31,15.5,22.5,25.5,22.5,19,19,23,26,24.5,22.5,24,25,26,29.5,24,19,26.5,12,12.5,21,14.5,22.5,21.5,19,26.5,25,29.5,20,24.5,20,23,19,22.5,15,25,28,21,22.5,27,25,24.5,17.5,29,19,19,24,24,25,18,22,28,15.5,25,25,24,17.5,25.5,24,22.5,17.5,24.5,19,19.5,18,17,18.5,22
24,30,16,29,22.5,18.5,15.5,22,16,27,25.5,21.5,23,24.5,19,14,18.5,18,21,22.5,25.5,20,30,15,24,24.5,22.5,20,19,24.5,26,25.5,25.5,24,25,24,25.5,25.5,19,26.5,19,12.5,21,14.5,24,21.5,19.5,28,26,29,20,24.5,20,23,19,22.5,14,27,28,23,21.5,27,24.5,25,22.5,29,20,18,22.5,24,23,18.5,22,29,15.5,22,25,24,17.5,24,24,24.5,18.5,25.5,18,19.5,25,15.5,17.5,22
24,29,21,29,25,18.5,14,23,16,29,24.5,21.5,23,22.5,16,14,18.5,18,21,21.5,25.5,23,29,15,22.5,23,21,20,19,16,26,24.5,25.5,25,25,22,25.5,24,19,26.5,19,12.5,21,14.5,19.5,20,19.5,28,25,29,20,23,21.5,23,24,24,14,26,28,22,19.5,27,23,26,21.5,29,19,19,24,24,24.5,18.5,22,28.5,15.5,20,28,21,17.5,25.5,24,24,17.5,24.5,19,19.5,24,18,18.5,22
23,27,21,28.5,25,18.5,12.5,24,15.5,29,25.5,22.5,25,22.5,16,14,18.5,22,19,22.5,25.5,23,30,15.5,24,24.5,22.5,20,19,24.5,25,24.5,25,24,25,22,24.5,24,17.5,26.5,12,12.5,21,14.5,21,21.5,19.5,28.5,24,28,20,24.5,21.5,23,23,22,14,25,28,21,18.5,24.5,23,26,19.5,29,17.5,18,24,24,22,18.5,23,26,15.5,19,27,22,17.5,25.5,25,21.5,18.5,25.5,18,19.5,24,15.5,18.5,22
24,25,21,27,25.5,18.5,11.5,23,16,27,25.5,24,22,21.5,18,14,14.5,17,21,24,21.5,23,29,15,21.5,25.5,21,20,19,18,24,24.5,25.5,22.5,24.5,21,25.5,22.5,20,26.5,12,14,21,14.5,19.5,17.5,21.5,29.5,24,28,20,23,21.5,23,22,21,17,26,23,21,21.5,24.5,28,26.5,18.5,28,17.5,16,21.5,24,24.5,18.5,21,26,15.5,19,26,22.5,24.5,25.5,25,28.5,17.5,26.5,15,19.5,23,15.5,18,22
23,25,21,28.5,26.5,18.5,11,24,17.5,28,25.5,24.5,21,24.5,19,14,13,17,23,22.5,21.5,23,22,14,22.5,24.5,22.5,20,19,25,25,20,26.5,22,23,22,24.5,21.5,19,26.5,14,14,21,14.5,19.5,17.5,21,29.5,23,26.5,20,24.5,23,23,23,22,15,25,21,20,22.5,29.5,25,26.5,18.5,29.5,17.5,18,21.5,24,22,18.5,21,24.5,15.5,18,25,21,24.5,24,25,28,18.5,26.5,24,19.5,23,17,21.5,22
22,23,16,28.5,26.5,18.5,11.5,26,16,27,24.5,24.5,19,24.5,19,14,14.5,17,23,24,21.5,23,24,14,24,23,21,19,19,24.5,25,20,26.5,22.5,23,21,22.5,24,19,26.5,12,14,21,14.5,19.5,16,18.5,31,24,26.5,20,32,21.5,23,22,22.5,12.5,24.5,21,19,24,29.5,24.5,25.5,17.5,29,16,19,26.5,24,25,19.5,19,26,15.5,19,25,22,17.5,25.5,24,25.5,17.5,27,22,19.5,22,17,20,22
21.5,24.5,19,28.5,24,18.5,11,23,15.5,28,25.5,25.5,21,24.5,19,14,14.5,17,22,19.5,21.5,23,22,14,22.5,24.5,22.5,19,19,23,25,24.5,27,24,23,22,22.5,25.5,19,26.5,19,14,21,14.5,19.5,17.5,18.5,25.5,22,25,20,31.5,21.5,23,24,22.5,12,24.5,21.5,15,22.5,29.5,24.5,26,15.5,26.5,15,18,21.5,24,23,19.5,21,27,15.5,20,23,22.5,17.5,25.5,22.5,26.5,18.5,26.5,21,19.5,22,17,19.5,22
23,23,19,28.5,24,18.5,11.5,21,16,27,24.5,24.5,23,25.5,19,14,14.5,17,21,21.5,21.5,24.5,22,14,21.5,25.5,22.5,19,19,16,24,24.5,29.5,22.5,23,28,25.5,24,20,26.5,19,14,21,14.5,19.5,17.5,18.5,28,23,26.5,20,30,21.5,23,23,22,12,25,21,16,22.5,28.5,23,28.5,17.5,26.5,16,19,21.5,24,26,21,22,26,15.5,16,27,22.5,17.5,25.5,21,26.5,19,25.5,22,19.5,23,17,19.5,22
24,22,19,28.5,22.5,18.5,17,22,16,26,25.5,24,22,26.5,16,14,13,17,21,24,21.5,25.5,24,18,19.5,24.5,22.5,20,19,22,24,25.5,26.5,22,23,28,24.5,22.5,17.5,26.5,19,14,21,14.5,19.5,17.5,18.5,26.5,23,28,20,31.5,23,23,21,21,12,24.5,21.5,21,22.5,28.5,26,26,18.5,26,17.5,18.5,26.5,24,24.5,18.5,22,28.5,15.5,18,26,21,17.5,25.5,22.5,26.5,20,26.5,19,19.5,23,17,21.5,22
22,24.5,19,28.5,25,18.5,15.5,24,15.5,30,25.5,24.5,22,24,18,14,14.5,17,19,24.5,25.5,23,22,17,17,23,22.5,20,19,20,24,26.5,29.5,22.5,24.5,26,25.5,21.5,16,26.5,19,14,21,14.5,19.5,17.5,21.5,26.5,24,26.5,20,32,21.5,23,22,22,12.5,25,28,20,22.5,28.5,25,25,19.5,26.5,16,16,25.5,24,27,19.5,23,29,15.5,19,27,22,17.5,24,21,26.5,17.5,26.5,21,19.5,22,17,20,22
21,25,16,28.5,24,18.5,14,25,16,27,25.5,26.5,21,24,19,14,14.5,17,21,24,25.5,23,26,14,17,23,21,20,17.5,16,25,26.5,25.5,22.5,23,26,24.5,22.5,16,26.5,19,14,21.5,22.5,24,17.5,21,28,24,26.5,20,31.5,21.5,23,21,24,12,25,26.5,19,21.5,28.5,26,24,18.5,24,16,16,21.5,24,25,18.5,21,30,15.5,20,26,22.5,24.5,21.5,24,25.5,18.5,25.5,18.5,19.5,21,17,19.5,22
23,26,20,31.5,24,18.5,15.5,24,17.5,26,25.5,22.5,20,24,19,14,14.5,17,19,22.5,25.5,23,25,15.5,21.5,24.5,22.5,20,17.5,16,25,26.5,27,22,22,24,25.5,21,22,26.5,18,14,21.5,22.5,19.5,17.5,18.5,28.5,25,25,20,30,21.5,23,26,25,10,25,26,21,21.5,26.5,25,22,22.5,25,15,22,21.5,24,26,19.5,21,30,15.5,19,27,22.5,17.5,25.5,24,24.5,17.5,26.5,18,19.5,21,17,18.5,22
22,27,20,27,25,18.5,17,23,16,25,25.5,22.5,21,22.5,14,14,13,17,23,24,25.5,27,26,14,21,25.5,22.5,20,19,16,25,27,24.5,22.5,22,22,24.5,21.5,22,26.5,18,14,21,22.5,19.5,17.5,18.5,29.5,25,25,20,23,23,23,25,25,10,25,25,20,21.5,26.5,26,24,24.5,24,16,23,25.5,24,24.5,22.5,19,33,15.5,18,23,24,17.5,25.5,24,26.5,18.5,29.5,17,19.5,25,15.5,19.5,22
25,28,27,27,25.5,18.5,17,24,15.5,26,25.5,24,19,24,14,14,13,17,23,22.5,21.5,27,25,14,19.5,26,22.5,19,19,16,24,26.5,22.5,24,19,22,25.5,20,22,26.5,18,14,21.5,22.5,17,17.5,18.5,29.5,26,26.5,20,27,21.5,23,21,25,10,26,24,19,22.5,26.5,25,26,21.5,26.5,15,20,24.5,24,24.5,22.5,21,26,15.5,25,22,21,24.5,25.5,25,25.5,19,26.5,18,19.5,23,18,18.5,22
